datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
6/2/2012 13:00,Summer,0,0, Clear + Few clouds,25.42,31.06,41,16.9979,679
4/2/2011 6:00,Summer,0,0, Clear + Few clouds,10.66,13.635,70,7.0015,12
8/19/2012 10:00,Fall,0,0, Mist + Cloudy ,27.88,31.82,69,0,425
8/10/2011 13:00,Fall,0,1, Clear + Few clouds,33.62,36.365,38,19.0012,191
8/2/2011 11:00,Fall,0,1, Clear + Few clouds,34.44,36.365,32,27.9993,128
10/14/2012 13:00,Winter,0,0, Clear + Few clouds,26.24,31.06,41,30.0026,619
5/17/2012 13:00,Summer,0,1, Clear + Few clouds,25.42,31.06,41,12.998,327
9/11/2012 16:00,Fall,0,1, Clear + Few clouds,28.7,31.82,28,8.9981,536
4/12/2012 4:00,Summer,0,1, Clear + Few clouds,12.3,14.395,61,15.0013,1
12/6/2012 17:00,Winter,0,1, Clear + Few clouds,12.3,15.91,45,7.0015,617
7/6/2012 18:00,Fall,0,1, Clear + Few clouds,36.9,40.15,33,16.9979,560
12/2/2012 21:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,77,15.0013,99
6/14/2012 16:00,Summer,0,1, Clear + Few clouds,29.52,33.335,51,19.0012,438
8/6/2012 15:00,Fall,0,1, Clear + Few clouds,33.62,37.88,46,8.9981,274
4/15/2011 22:00,Summer,1,0, Mist + Cloudy ,15.58,19.695,82,26.0027,80
5/14/2012 1:00,Summer,0,1, Mist + Cloudy ,24.6,30.305,60,19.0012,11
10/18/2011 15:00,Winter,0,1, Clear + Few clouds,25.42,31.06,50,12.998,205
10/11/2012 3:00,Winter,0,1, Clear + Few clouds,17.22,21.21,47,19.9995,3
2/1/2011 19:00,Spring,0,1, Mist + Cloudy ,9.84,12.12,81,8.9981,108
4/19/2011 21:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,72,8.9981,122
1/7/2012 0:00,Spring,0,0, Clear + Few clouds,14.76,17.425,50,11.0014,79
4/15/2012 5:00,Summer,0,0, Clear + Few clouds,20.5,24.24,68,11.0014,10
6/8/2011 5:00,Summer,0,1, Clear + Few clouds,25.42,28.03,88,0,21
11/9/2011 19:00,Winter,0,1, Clear + Few clouds,18.04,21.97,72,7.0015,304
2/16/2012 3:00,Spring,0,1, Mist + Cloudy ,12.3,16.665,61,0,1
10/15/2012 11:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,26.0027,263
9/12/2011 15:00,Fall,0,1, Clear + Few clouds,30.34,33.335,48,6.0032,212
5/4/2012 1:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,7.0015,48
4/18/2012 22:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,6.0032,162
10/17/2012 6:00,Winter,0,1, Clear + Few clouds,15.58,19.695,82,0,178
7/1/2012 8:00,Fall,0,0, Clear + Few clouds,31.98,37.12,62,7.0015,142
12/12/2011 14:00,Winter,0,1, Mist + Cloudy ,13.12,16.665,53,8.9981,111
4/14/2011 12:00,Summer,0,1, Clear + Few clouds,22.14,25.76,42,8.9981,145
6/5/2012 16:00,Summer,0,1, Clear + Few clouds,24.6,31.06,43,12.998,473
4/11/2011 6:00,Summer,0,1, Mist + Cloudy ,18.86,22.725,100,15.0013,61
4/3/2012 11:00,Summer,0,1, Clear + Few clouds,19.68,23.485,23,0,258
3/17/2012 0:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,94,6.0032,100
8/6/2012 22:00,Fall,0,1, Clear + Few clouds,30.34,34.85,70,6.0032,207
6/9/2012 5:00,Summer,0,0, Clear + Few clouds,24.6,31.06,56,7.0015,19
12/19/2011 10:00,Winter,0,1, Clear + Few clouds,9.84,11.365,67,12.998,108
2/9/2012 13:00,Spring,0,1, Clear + Few clouds,12.3,13.635,42,22.0028,154
9/8/2012 3:00,Fall,0,0, Mist + Cloudy ,27.06,29.545,89,15.0013,43
9/6/2012 5:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,84,12.998,38
2/14/2012 11:00,Spring,0,1, Mist + Cloudy ,12.3,15.15,45,11.0014,112
7/6/2012 12:00,Fall,0,1, Clear + Few clouds,36.08,37.88,28,7.0015,331
4/13/2011 2:00,Summer,0,1," Light Snow, Light Rain",16.4,20.455,100,19.9995,2
2/18/2012 5:00,Spring,0,0, Clear + Few clouds,9.84,12.88,70,6.0032,1
5/1/2011 16:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,72,12.998,214
9/2/2012 3:00,Fall,0,0, Clear + Few clouds,27.06,29.545,89,6.0032,42
9/19/2012 7:00,Fall,0,1, Clear + Few clouds,21.32,25,63,15.0013,545
9/11/2011 18:00,Fall,0,0, Clear + Few clouds,27.88,31.82,65,19.9995,339
7/15/2012 19:00,Fall,0,0, Clear + Few clouds,29.52,35.605,84,15.0013,312
3/14/2011 7:00,Spring,0,1, Mist + Cloudy ,11.48,15.91,61,0,88
9/5/2011 19:00,Fall,1,0," Light Snow, Light Rain",27.06,29.545,94,7.0015,175
7/3/2012 14:00,Fall,0,1, Clear + Few clouds,36.9,38.635,25,12.998,310
9/12/2011 12:00,Fall,0,1, Clear + Few clouds,29.52,33.335,51,12.998,184
8/18/2011 3:00,Fall,0,1, Clear + Few clouds,27.06,31.06,69,19.0012,6
9/19/2012 1:00,Fall,0,1, Mist + Cloudy ,22.14,25.76,68,16.9979,12
10/16/2012 11:00,Winter,0,1, Clear + Few clouds,20.5,24.24,45,27.9993,228
6/11/2012 18:00,Summer,0,1, Mist + Cloudy ,32.8,36.365,43,19.9995,831
1/15/2011 6:00,Spring,0,0, Clear + Few clouds,5.74,8.335,63,7.0015,3
9/9/2012 4:00,Fall,0,0, Clear + Few clouds,21.32,25,77,16.9979,28
1/17/2012 8:00,Spring,0,1," Light Snow, Light Rain",12.3,14.395,81,19.0012,93
12/12/2011 16:00,Winter,0,1, Mist + Cloudy ,13.12,16.665,57,6.0032,214
7/19/2011 8:00,Fall,0,1, Mist + Cloudy ,31.16,36.365,70,11.0014,412
8/2/2011 7:00,Fall,0,1, Clear + Few clouds,29.52,33.335,61,19.0012,335
10/19/2012 16:00,Winter,0,1," Light Snow, Light Rain",25.42,30.305,69,23.9994,565
6/3/2012 15:00,Summer,0,0, Clear + Few clouds,28.7,31.82,34,0,644
11/3/2011 23:00,Winter,0,1, Clear + Few clouds,16.4,20.455,82,6.0032,95
8/10/2011 15:00,Fall,0,1, Clear + Few clouds,35.26,37.12,30,22.0028,194
12/16/2011 16:00,Winter,0,1, Mist + Cloudy ,13.12,15.15,45,15.0013,224
12/19/2012 20:00,Winter,0,1, Clear + Few clouds,14.76,17.425,57,15.0013,241
7/19/2011 18:00,Fall,0,1, Clear + Few clouds,32.8,40.15,66,8.9981,530
12/13/2012 19:00,Winter,0,1, Clear + Few clouds,12.3,15.15,45,11.0014,348
4/13/2012 20:00,Summer,0,1, Clear + Few clouds,20.5,24.24,29,8.9981,286
12/14/2012 9:00,Winter,0,1, Clear + Few clouds,9.84,12.12,75,8.9981,343
2/9/2011 11:00,Spring,0,1, Mist + Cloudy ,5.74,7.575,43,11.0014,41
2/10/2011 4:00,Spring,0,1, Mist + Cloudy ,5.74,6.82,59,15.0013,1
10/11/2012 16:00,Winter,0,1, Clear + Few clouds,20.5,24.24,36,8.9981,481
11/11/2012 0:00,Winter,0,0, Clear + Few clouds,13.94,17.425,81,6.0032,124
4/1/2011 1:00,Summer,0,1," Light Snow, Light Rain",10.66,12.88,100,11.0014,4
4/6/2012 13:00,Summer,0,1, Clear + Few clouds,18.04,21.97,33,22.0028,411
8/17/2012 23:00,Fall,0,1," Light Snow, Light Rain",26.24,12.12,83,15.0013,121
1/6/2012 11:00,Spring,0,1, Clear + Few clouds,12.3,15.15,56,11.0014,138
8/1/2011 2:00,Fall,0,1, Clear + Few clouds,28.7,33.335,74,7.0015,11
7/6/2011 8:00,Fall,0,1, Mist + Cloudy ,29.52,34.85,74,7.0015,428
12/14/2012 0:00,Winter,0,1, Clear + Few clouds,9.02,12.88,64,6.0032,47
8/13/2012 9:00,Fall,0,1, Mist + Cloudy ,30.34,33.335,45,0,305
9/17/2011 6:00,Fall,0,0, Mist + Cloudy ,18.86,22.725,72,15.0013,22
3/18/2011 10:00,Spring,0,1, Clear + Few clouds,21.32,25,53,19.0012,117
1/13/2011 2:00,Spring,0,1, Clear + Few clouds,5.74,6.06,50,23.9994,2
12/9/2012 10:00,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,19.0012,219
3/13/2012 23:00,Spring,0,1, Clear + Few clouds,22.96,26.515,56,8.9981,87
7/8/2012 2:00,Fall,0,0, Clear + Few clouds,33.62,38.635,52,7.0015,70
5/17/2011 1:00,Summer,0,1," Light Snow, Light Rain",22.96,26.515,88,0,13
8/8/2011 17:00,Fall,0,1, Clear + Few clouds,35.26,38.635,39,11.0014,527
11/8/2011 15:00,Winter,0,1, Clear + Few clouds,23.78,27.275,46,7.0015,188
11/4/2011 4:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,87,6.0032,7
3/8/2011 22:00,Spring,0,1, Clear + Few clouds,12.3,14.395,49,15.0013,55
8/19/2012 2:00,Fall,0,0, Mist + Cloudy ,25.42,30.305,69,6.0032,119
9/3/2012 12:00,Fall,1,0, Mist + Cloudy ,31.16,35.605,62,19.9995,543
7/17/2011 5:00,Fall,0,0, Clear + Few clouds,26.24,30.305,69,15.0013,12
4/7/2011 18:00,Summer,0,1, Clear + Few clouds,19.68,23.485,55,16.9979,333
9/3/2012 9:00,Fall,1,0, Mist + Cloudy ,28.7,33.335,84,8.9981,229
7/13/2012 14:00,Fall,0,1, Mist + Cloudy ,32.8,35.605,38,0,369
3/3/2011 7:00,Spring,0,1, Clear + Few clouds,4.92,4.545,42,27.9993,111
5/15/2011 14:00,Summer,0,0, Clear + Few clouds,26.24,30.305,73,12.998,437
4/16/2011 9:00,Summer,0,0," Light Snow, Light Rain",16.4,20.455,100,19.9995,29
8/18/2012 8:00,Fall,0,0, Clear + Few clouds,26.24,30.305,69,16.9979,189
6/11/2012 0:00,Summer,0,1, Clear + Few clouds,28.7,32.575,65,7.0015,41
10/8/2012 2:00,Winter,1,0, Clear + Few clouds,13.94,16.665,81,12.998,15
9/2/2012 21:00,Fall,0,0, Clear + Few clouds,28.7,32.575,70,11.0014,171
1/1/2012 11:00,Spring,0,0, Clear + Few clouds,13.94,16.665,76,8.9981,138
8/11/2012 1:00,Fall,0,0, Clear + Few clouds,27.06,31.06,74,15.0013,116
2/12/2011 21:00,Spring,0,0, Clear + Few clouds,10.66,15.15,41,0,51
5/3/2011 19:00,Summer,0,1, Clear + Few clouds,27.88,31.82,57,23.9994,365
10/11/2012 7:00,Winter,0,1, Clear + Few clouds,14.76,16.665,50,16.9979,478
7/9/2011 17:00,Fall,0,0, Clear + Few clouds,34.44,36.365,32,0,401
3/10/2012 17:00,Spring,0,0, Clear + Few clouds,14.76,18.94,23,0,354
8/14/2011 15:00,Fall,0,0, Clear + Few clouds,30.34,34.85,66,12.998,331
3/11/2011 7:00,Spring,0,1, Clear + Few clouds,10.66,12.88,70,12.998,114
2/8/2011 7:00,Spring,0,1, Clear + Few clouds,9.84,9.85,65,27.9993,100
10/1/2011 6:00,Winter,0,0, Clear + Few clouds,17.22,21.21,67,22.0028,19
7/18/2011 5:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,7.0015,17
7/14/2011 22:00,Fall,0,1, Clear + Few clouds,26.24,31.06,57,6.0032,176
10/15/2012 23:00,Winter,0,1, Clear + Few clouds,18.86,22.725,63,15.0013,81
5/2/2012 1:00,Summer,0,1, Clear + Few clouds,22.96,26.515,83,0,15
10/15/2012 5:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,73,19.0012,40
6/3/2012 12:00,Summer,0,0, Clear + Few clouds,27.06,31.06,39,19.9995,684
11/19/2012 6:00,Winter,0,1, Mist + Cloudy ,14.76,16.665,66,16.9979,131
5/3/2011 16:00,Summer,0,1, Clear + Few clouds,29.52,33.335,54,31.0009,271
7/13/2012 5:00,Fall,0,1, Mist + Cloudy ,27.06,31.82,56,6.0032,34
11/15/2012 6:00,Winter,0,1, Mist + Cloudy ,12.3,14.395,65,16.9979,147
5/19/2012 23:00,Summer,0,0, Clear + Few clouds,24.6,31.06,56,11.0014,239
3/2/2011 19:00,Spring,0,1, Clear + Few clouds,16.4,20.455,28,35.0008,150
6/4/2012 20:00,Summer,0,1, Clear + Few clouds,24.6,31.06,40,23.9994,461
12/19/2012 3:00,Winter,0,1, Clear + Few clouds,10.66,13.635,75,8.9981,5
5/16/2011 20:00,Summer,0,1, Clear + Few clouds,23.78,27.275,83,0,198
6/9/2011 0:00,Summer,0,1, Mist + Cloudy ,30.34,35.605,79,8.9981,47
3/16/2012 23:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,94,0,126
5/15/2012 0:00,Summer,0,1, Mist + Cloudy ,22.96,26.515,88,8.9981,32
5/14/2011 0:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,88,8.9981,102
4/15/2011 0:00,Summer,1,0, Clear + Few clouds,18.04,21.97,67,0,27
2/5/2011 23:00,Spring,0,0, Clear + Few clouds,10.66,12.88,93,15.0013,59
4/19/2012 2:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,0,6
10/13/2011 12:00,Winter,0,1, Mist + Cloudy ,25.42,28.03,88,0,105
11/16/2012 7:00,Winter,0,1, Mist + Cloudy ,12.3,15.15,61,11.0014,367
6/9/2011 21:00,Summer,0,1," Light Snow, Light Rain",31.16,34.85,52,0,171
3/2/2012 17:00,Spring,0,1," Light Snow, Light Rain",14.76,17.425,81,15.0013,128
3/15/2011 22:00,Spring,0,1, Mist + Cloudy ,13.12,15.91,87,11.0014,21
6/19/2012 9:00,Summer,0,1, Clear + Few clouds,26.24,30.305,73,6.0032,328
8/1/2012 2:00,Fall,0,1, Clear + Few clouds,26.24,28.79,83,7.0015,13
10/16/2012 22:00,Winter,0,1, Clear + Few clouds,16.4,20.455,71,6.0032,181
2/3/2011 13:00,Spring,0,1, Clear + Few clouds,8.2,8.335,40,27.9993,51
9/10/2012 13:00,Fall,0,1, Clear + Few clouds,26.24,31.06,38,15.0013,323
1/14/2012 2:00,Spring,0,0, Clear + Few clouds,6.56,8.335,47,11.0014,38
3/4/2011 20:00,Spring,0,1, Mist + Cloudy ,12.3,14.395,70,12.998,87
4/1/2011 3:00,Summer,0,1, Mist + Cloudy ,9.84,11.365,93,16.9979,4
7/10/2011 14:00,Fall,0,0, Clear + Few clouds,33.62,37.12,41,22.0028,349
4/12/2012 3:00,Summer,0,1, Clear + Few clouds,13.12,15.15,61,16.9979,5
2/13/2011 15:00,Spring,0,0, Mist + Cloudy ,16.4,20.455,30,19.9995,162
3/7/2012 23:00,Spring,0,1, Clear + Few clouds,18.04,21.97,62,22.0028,62
8/15/2012 12:00,Fall,0,1, Clear + Few clouds,30.34,34.09,55,15.0013,307
9/16/2011 8:00,Fall,0,1, Clear + Few clouds,17.22,21.21,67,15.0013,409
5/13/2012 19:00,Summer,0,0, Mist + Cloudy ,27.06,31.06,50,27.9993,339
7/14/2011 12:00,Fall,0,1, Clear + Few clouds,30.34,32.575,35,16.9979,223
5/10/2012 19:00,Summer,0,1, Clear + Few clouds,22.14,25.76,37,23.9994,553
6/9/2011 6:00,Summer,0,1, Mist + Cloudy ,29.52,35.605,84,6.0032,118
9/3/2012 5:00,Fall,1,0, Clear + Few clouds,27.06,29.545,89,0,4
12/5/2011 2:00,Winter,0,1, Clear + Few clouds,13.12,17.425,87,0,8
2/2/2011 7:00,Spring,0,1," Light Snow, Light Rain",9.02,10.605,93,15.0013,49
9/19/2012 4:00,Fall,0,1, Mist + Cloudy ,21.32,25,68,23.9994,10
5/2/2012 3:00,Summer,0,1, Clear + Few clouds,22.96,26.515,83,6.0032,6
8/6/2012 16:00,Fall,0,1, Clear + Few clouds,34.44,37.88,41,7.0015,451
12/18/2012 14:00,Winter,0,1, Clear + Few clouds,18.86,22.725,47,30.0026,247
9/7/2012 8:00,Fall,0,1, Clear + Few clouds,27.06,30.305,83,7.0015,719
10/11/2012 21:00,Winter,0,1, Clear + Few clouds,17.22,21.21,62,8.9981,260
11/17/2011 11:00,Winter,0,1," Light Snow, Light Rain",13.12,15.15,66,22.0028,97
6/8/2012 7:00,Summer,0,1, Clear + Few clouds,21.32,25,72,7.0015,428
4/1/2012 1:00,Summer,0,0, Mist + Cloudy ,14.76,17.425,76,11.0014,62
12/9/2011 0:00,Winter,0,1, Clear + Few clouds,9.84,14.395,65,0,34
3/5/2012 5:00,Spring,0,1, Clear + Few clouds,8.2,11.365,55,6.0032,18
2/12/2012 5:00,Spring,0,0, Clear + Few clouds,4.1,3.79,49,26.0027,3
5/18/2012 17:00,Summer,0,1, Clear + Few clouds,27.06,31.06,34,8.9981,812
12/4/2011 4:00,Winter,0,0, Clear + Few clouds,10.66,15.15,87,0,11
1/4/2011 2:00,Spring,0,1, Clear + Few clouds,5.74,7.575,63,8.9981,1
12/4/2011 8:00,Winter,0,0, Clear + Few clouds,10.66,15.15,87,0,55
6/13/2011 17:00,Summer,0,1, Clear + Few clouds,28.7,31.82,39,22.0028,601
12/11/2012 22:00,Winter,0,1, Clear + Few clouds,12.3,14.395,56,15.0013,106
10/16/2012 7:00,Winter,0,1, Clear + Few clouds,17.22,21.21,67,6.0032,525
7/5/2011 5:00,Fall,0,1, Clear + Few clouds,27.06,31.06,69,0,20
8/11/2011 23:00,Fall,0,1, Clear + Few clouds,27.06,31.06,50,11.0014,127
5/3/2011 15:00,Summer,0,1, Mist + Cloudy ,28.7,32.575,58,30.0026,154
4/10/2012 18:00,Summer,0,1, Clear + Few clouds,22.14,25.76,22,27.9993,704
7/19/2012 15:00,Fall,0,1, Clear + Few clouds,34.44,38.635,47,6.0032,292
3/12/2012 2:00,Spring,0,1, Clear + Few clouds,15.58,19.695,54,7.0015,9
3/18/2012 11:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,82,11.0014,368
2/16/2012 1:00,Spring,0,1, Mist + Cloudy ,12.3,16.665,70,0,5
1/7/2011 14:00,Spring,0,1, Mist + Cloudy ,8.2,9.85,40,16.9979,50
3/16/2011 17:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,54,19.9995,253
12/3/2012 3:00,Winter,0,1, Clear + Few clouds,15.58,19.695,87,0,8
3/4/2012 2:00,Spring,0,0, Mist + Cloudy ,14.76,17.425,40,11.0014,80
8/9/2011 13:00,Fall,0,1, Clear + Few clouds,34.44,39.395,49,11.0014,175
11/4/2012 5:00,Winter,0,0, Clear + Few clouds,10.66,13.635,65,7.0015,5
8/1/2012 6:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,8.9981,185
1/14/2011 19:00,Spring,0,1, Clear + Few clouds,6.56,9.85,59,6.0032,92
4/11/2012 16:00,Summer,0,1, Clear + Few clouds,18.04,21.97,33,19.9995,307
4/15/2012 13:00,Summer,0,0, Clear + Few clouds,27.06,31.06,44,19.0012,681
9/17/2011 20:00,Fall,0,0, Clear + Few clouds,21.32,25,68,8.9981,176
8/12/2012 21:00,Fall,0,0, Clear + Few clouds,29.52,33.335,51,6.0032,220
1/1/2011 6:00,Spring,0,0, Clear + Few clouds,9.02,13.635,80,0,2
5/9/2012 19:00,Summer,0,1," Light Snow, Light Rain",20.5,24.24,77,23.9994,98
4/12/2011 16:00,Summer,0,1, Mist + Cloudy ,19.68,23.485,77,26.0027,99
4/15/2012 1:00,Summer,0,0, Mist + Cloudy ,22.14,25.76,56,11.0014,106
8/16/2011 22:00,Fall,0,1, Clear + Few clouds,28.7,32.575,61,0,152
1/3/2012 12:00,Spring,0,1, Clear + Few clouds,7.38,6.82,37,35.0008,74
4/7/2011 1:00,Summer,0,1, Clear + Few clouds,17.22,21.21,47,8.9981,13
6/5/2011 8:00,Summer,0,0, Mist + Cloudy ,24.6,29.545,73,16.9979,98
5/5/2012 16:00,Summer,0,0, Mist + Cloudy ,27.88,31.82,65,26.0027,540
5/2/2011 15:00,Summer,0,1, Clear + Few clouds,27.06,31.06,61,12.998,155
6/18/2012 2:00,Summer,0,1, Clear + Few clouds,22.14,25.76,77,15.0013,9
4/19/2011 7:00,Summer,0,1, Mist + Cloudy ,21.32,25,55,0,188
12/8/2011 0:00,Winter,0,1, Mist + Cloudy ,10.66,11.365,87,19.9995,21
10/12/2011 17:00,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,15.0013,251
5/12/2011 18:00,Summer,0,1, Clear + Few clouds,25.42,30.305,69,15.0013,527
3/6/2011 15:00,Spring,0,0," Light Snow, Light Rain",18.04,21.97,100,15.0013,7
7/14/2011 21:00,Fall,0,1, Clear + Few clouds,27.06,31.06,50,8.9981,261
2/1/2012 20:00,Spring,0,1, Clear + Few clouds,21.32,25,52,11.0014,264
6/14/2012 20:00,Summer,0,1, Clear + Few clouds,27.06,31.06,65,16.9979,435
6/5/2012 10:00,Summer,0,1, Mist + Cloudy ,21.32,25,63,19.9995,176
7/2/2011 22:00,Fall,0,0, Clear + Few clouds,29.52,33.335,51,11.0014,201
7/10/2011 3:00,Fall,0,0, Clear + Few clouds,27.06,31.06,74,6.0032,25
9/19/2011 11:00,Fall,0,1, Mist + Cloudy ,23.78,27.275,64,11.0014,139
9/15/2012 4:00,Fall,0,0, Mist + Cloudy ,24.6,29.545,69,23.9994,6
7/10/2012 13:00,Fall,0,1, Clear + Few clouds,33.62,36.365,38,12.998,280
11/1/2012 8:00,Winter,0,1, Mist + Cloudy ,14.76,18.94,56,7.0015,680
8/19/2012 7:00,Fall,0,0, Mist + Cloudy ,25.42,30.305,69,8.9981,41
10/13/2012 20:00,Winter,0,0, Clear + Few clouds,16.4,20.455,54,6.0032,255
4/15/2011 4:00,Summer,1,0, Clear + Few clouds,15.58,19.695,82,6.0032,3
1/3/2012 0:00,Spring,0,1, Clear + Few clouds,8.2,9.85,51,16.9979,13
11/17/2011 22:00,Winter,0,1, Clear + Few clouds,10.66,12.12,52,16.9979,84
5/6/2012 3:00,Summer,0,0, Mist + Cloudy ,22.14,25.76,83,12.998,28
9/13/2011 23:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,7.0015,74
2/2/2011 14:00,Spring,0,1, Clear + Few clouds,15.58,19.695,82,26.0027,63
1/9/2012 9:00,Spring,0,1, Mist + Cloudy ,9.02,13.635,64,0,197
6/5/2012 4:00,Summer,0,1," Light Snow, Light Rain",20.5,24.24,82,12.998,5
10/13/2012 11:00,Winter,0,0, Clear + Few clouds,17.22,21.21,35,8.9981,527
9/1/2011 6:00,Fall,0,1, Clear + Few clouds,24.6,28.79,78,0,105
11/14/2012 19:00,Winter,0,1, Clear + Few clouds,12.3,15.15,52,11.0014,396
7/15/2011 15:00,Fall,0,1, Clear + Few clouds,29.52,32.575,45,11.0014,237
9/17/2011 23:00,Fall,0,0, Clear + Few clouds,18.86,22.725,82,11.0014,136
8/14/2012 6:00,Fall,0,1," Light Snow, Light Rain",26.24,28.79,83,12.998,64
5/15/2012 9:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,88,6.0032,355
9/8/2011 4:00,Fall,0,1, Mist + Cloudy ,25.42,27.275,94,6.0032,3
11/19/2011 0:00,Winter,0,0, Clear + Few clouds,10.66,12.88,56,12.998,53
5/11/2011 10:00,Summer,0,1, Clear + Few clouds,22.14,25.76,68,6.0032,154
3/19/2012 11:00,Spring,0,1, Clear + Few clouds,22.96,26.515,68,11.0014,201
5/6/2011 3:00,Summer,0,1, Clear + Few clouds,14.76,18.18,71,7.0015,9
7/12/2012 10:00,Fall,0,1, Clear + Few clouds,30.34,33.335,48,11.0014,214
8/11/2011 17:00,Fall,0,1, Clear + Few clouds,32.8,34.85,29,16.9979,582
6/13/2011 16:00,Summer,0,1, Clear + Few clouds,28.7,31.82,37,27.9993,326
1/3/2012 15:00,Spring,0,1, Clear + Few clouds,6.56,6.06,37,27.9993,77
10/5/2012 8:00,Winter,0,1, Clear + Few clouds,23.78,27.275,64,0,785
6/2/2012 3:00,Summer,0,0, Clear + Few clouds,22.96,26.515,73,16.9979,26
7/3/2012 7:00,Fall,0,1, Clear + Few clouds,30.34,34.09,58,0,483
12/11/2012 11:00,Winter,0,1, Mist + Cloudy ,14.76,16.665,53,23.9994,173
1/3/2011 23:00,Spring,0,1, Clear + Few clouds,7.38,10.605,55,7.0015,12
8/8/2012 8:00,Fall,0,1, Mist + Cloudy ,30.34,36.365,72,6.0032,737
1/5/2011 22:00,Spring,0,1, Clear + Few clouds,7.38,9.85,55,8.9981,42
9/9/2011 0:00,Fall,0,1," Light Snow, Light Rain",26.24,28.03,94,12.998,16
2/1/2011 22:00,Spring,0,1, Mist + Cloudy ,9.02,12.88,87,6.0032,36
6/19/2011 20:00,Summer,0,0, Clear + Few clouds,28.7,32.575,70,12.998,232
5/14/2011 1:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,88,8.9981,82
4/2/2011 19:00,Summer,0,0, Clear + Few clouds,14.76,16.665,53,23.9994,148
5/7/2011 20:00,Summer,0,0, Clear + Few clouds,22.96,26.515,43,8.9981,219
4/6/2011 12:00,Summer,0,1, Clear + Few clouds,18.04,21.97,41,16.9979,134
9/16/2012 16:00,Fall,0,0, Clear + Few clouds,26.24,31.06,44,11.0014,596
3/16/2011 0:00,Spring,0,1," Light Snow, Light Rain",12.3,14.395,93,16.9979,8
3/19/2012 18:00,Spring,0,1, Clear + Few clouds,26.24,31.06,57,16.9979,801
6/9/2011 3:00,Summer,0,1, Mist + Cloudy ,29.52,35.605,84,7.0015,2
3/19/2011 21:00,Spring,0,0, Clear + Few clouds,16.4,20.455,37,19.9995,93
9/3/2012 23:00,Fall,1,0, Mist + Cloudy ,28.7,33.335,84,16.9979,70
7/18/2011 10:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,12.998,130
5/18/2011 23:00,Summer,0,1, Clear + Few clouds,21.32,25,94,6.0032,59
6/7/2011 14:00,Summer,0,1, Mist + Cloudy ,32.8,36.365,43,19.0012,146
2/18/2012 3:00,Spring,0,0, Clear + Few clouds,11.48,14.395,65,7.0015,18
5/11/2012 16:00,Summer,0,1, Clear + Few clouds,25.42,30.305,25,22.0028,525
3/7/2012 4:00,Spring,0,1, Clear + Few clouds,11.48,12.88,61,22.0028,3
10/4/2011 17:00,Winter,0,1, Clear + Few clouds,22.96,26.515,60,26.0027,585
6/12/2012 7:00,Summer,0,1," Light Snow, Light Rain",25.42,28.03,88,16.9979,303
5/4/2012 21:00,Summer,0,1, Clear + Few clouds,26.24,30.305,69,12.998,235
1/3/2011 11:00,Spring,0,1, Clear + Few clouds,8.2,9.09,40,22.0028,51
9/4/2011 20:00,Fall,0,0, Clear + Few clouds,30.34,34.85,70,19.9995,229
10/19/2012 10:00,Winter,0,1, Mist + Cloudy ,23.78,27.275,88,12.998,224
8/10/2012 12:00,Fall,0,1, Mist + Cloudy ,30.34,34.85,66,23.9994,315
2/18/2012 17:00,Spring,0,0, Clear + Few clouds,19.68,23.485,36,19.0012,364
3/5/2011 18:00,Spring,0,0, Mist + Cloudy ,19.68,23.485,59,22.0028,152
2/16/2012 13:00,Spring,0,1," Light Snow, Light Rain",13.94,15.91,71,16.9979,64
7/18/2012 10:00,Fall,0,1, Clear + Few clouds,36.9,42.425,42,12.998,138
12/7/2012 16:00,Winter,0,1, Clear + Few clouds,14.76,17.425,76,8.9981,375
3/13/2011 9:00,Spring,0,0, Clear + Few clouds,16.4,20.455,50,27.9993,44
4/16/2011 19:00,Summer,0,0, Mist + Cloudy ,21.32,25,94,27.9993,71
12/11/2012 20:00,Winter,0,1, Clear + Few clouds,13.12,15.15,53,15.0013,257
2/19/2011 22:00,Spring,0,0, Clear + Few clouds,12.3,12.88,28,32.9975,44
